DATE,SNWD,TAVG,TMAX,TMIN,PRCP_log,Season_Autumn,Season_Spring,Season_Summer,Season_Winter
1993-01-01,-1.538307005188297,-2.100851282154256,0.017776570343308144,0.024838373520116048,-0.5156105545269816,False,False,False,True
1993-01-02,-1.538307005188297,-2.887726539064415,0.017776570343308144,0.024838373520116048,-0.5156105545269816,False,False,False,True
1993-01-06,-1.538307005188297,-1.3855101395086564,0.017776570343308144,-3.2135489231140753,-0.5156105545269816,False,False,False,True
1993-01-08,-0.10678650011891751,-0.968227806298724,0.017776570343308144,0.024838373520116048,-0.5156105545269816,False,False,False,True
1993-01-09,-0.10678650011891751,-1.0039948634310036,0.017776570343308144,0.024838373520116048,-0.5156105545269816,False,False,False,True
1993-01-10,-0.10678650011891751,-0.6820913492404842,-1.2451899931739654,-0.9212073535865015,2.745149829485705,False,False,False,True
1993-01-11,-0.10678650011891751,-0.2290419588982713,0.017776570343308144,-0.17528668413705314,0.6878390839450096,False,False,False,True
1993-01-13,-0.10678650011891751,-0.7059360539953374,-1.2720616221849712,0.024838373520116048,-0.5156105545269816,False,False,False,True
1993-01-14,-0.10678650011891751,-0.2528866636531246,0.017776570343308144,-0.593729986511134,-0.5156105545269816,False,False,False,True
1993-01-15,-0.10678650011891751,-0.8251595777696039,-1.4198555817455032,0.024838373520116048,-0.5156105545269816,False,False,False,True
1993-01-16,-0.10678650011891751,-0.08597373036915157,0.017776570343308144,-0.7028891088695899,-0.5156105545269816,False,False,False,True
1993-01-17,-0.10678650011891751,0.057094498159968386,0.017776570343308144,0.024838373520116048,-0.5156105545269816,False,False,False,True
1993-01-18,-0.10678650011891751,-0.3482654826725378,-0.828679743503375,0.024838373520116048,-0.5156105545269816,False,False,False,True
1993-01-19,-0.10678650011891751,-0.7536254635050441,0.017776570343308144,0.024838373520116048,-0.5156105545269816,False,False,False,True
1993-01-20,-0.10678650011891751,-0.45556665406937774,0.017776570343308144,-0.30263899355525165,1.5417001910137134,False,False,False,True
1993-01-22,-0.10678650011891751,-0.05020667323687153,0.017776570343308144,0.04303156057985863,-0.5156105545269816,False,False,False,True
1993-01-23,-0.10678650011891751,-0.7059360539953374,-1.2451899931739654,0.024838373520116048,0.6878390839450096,False,False,False,True
1993-01-25,-0.10678650011891751,-0.7774701682598975,0.017776570343308144,0.024838373520116048,-0.5156105545269816,False,False,False,True
1993-01-27,1.569139944840356,-1.51665601566035,0.017776570343308144,0.024838373520116048,-0.5156105545269816,False,False,False,True
1993-01-28,1.569139944840356,-1.4928113109054966,0.017776570343308144,-1.9582190159918322,-0.5156105545269816,False,False,False,True
1993-01-29,1.569139944840356,-1.8981712917380027,0.017776570343308144,0.024838373520116048,-0.5156105545269816,False,False,False,True
1993-01-31,0.5915161852807798,-2.0770065773994024,0.017776570343308144,0.024838373520116048,-0.5156105545269816,False,False,False,True
1993-02-01,0.5915161852807798,-1.37358778713123,-1.9438523474601166,-2.431241879545141,-0.5156105545269816,False,False,False,True
1993-02-02,0.5915161852807798,-1.4928113109054966,0.017776570343308144,0.024838373520116048,-0.5156105545269816,False,False,False,True
1993-02-03,0.5915161852807798,-1.5762677775474832,-2.1991328230646716,-1.9582190159918322,-0.5156105545269816,False,False,False,True
1993-02-04,0.24236484258093116,-0.9801501586761505,-1.2720616221849712,0.024838373520116048,-0.5156105545269816,False,False,False,True
